commit_hash,project,claude_ans,split,qualidade,commit_message,commit_message_len,diff_len,diff_lines
fc2d4420b93edb4b1b8dc2629d63eb70be490c27,camel,Sim,train,62,CAMEL-1712 Upgraded the camel-hl7 to JUnit4git-svn-id: https://svn - apache - org/repos/asf/camel/trunk@785111 13f79535-47bb-0310-9956-ffa450edef68n,148,9852,226
fcdb8d22e3a798808da4cd8a67af429aa4c400ff,camel,Provavelmente sim,train,35,CAMEL-874 Polished the codes with the Caluss commentgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@691500 13f79535-47bb-0310-9956-ffa450edef68n,166,2840,49
fce7be7fae38ff2a097317c57f2798dbb71767ac,camel,Sim,train,72,patched the UUID generator to not use : characters to avoid issues on windows file systemsgit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@535123 13f79535-47bb-0310-9956-ffa450edef68n,204,1212,28
fd6dcf0f20bc14dcdc2ca24f5fb4969d2afb61ea,camel,Provavelmente sim,train,52,added more helper behaviour to the MockEndpoint for easier testing; also migrated the various processor tests to the new MockEndpoint approach to simplify testinggit-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@530431 13f79535-47bb-0310-9956-ffa450edef68n,276,1219,22
ff053fb89f58cc028b9d61e2adf12ebf18b6782f,camel,Sim,train,52,further fix of a typeo for https://issues - apache - org/activemq/browse/CAMEL-215git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@595373 13f79535-47bb-0310-9956-ffa450edef68n,196,969,20
ffc7d4a60cba3420c001c967d4e2f2f7122857bb,camel,Sim,train,52,added some more debug logging for CAMEL-134git-svn-id: https://svn - apache - org/repos/asf/activemq/camel/trunk@572368 13f79535-47bb-0310-9956-ffa450edef68n,157,1695,33
003bfe38162510af729e27a04993d733fe57f513,fabric8,Sim,train,85,Fix memory retaining by clearing listeners in groups -  The group listeners usually contain references to the bundle using the group  and given zk watches are kept in memory  we need to remove those references -,211,592,11
00b40c4af74b3d19633e59b05c5f39b2b675751f,fabric8,Sim,train,78,temporary hack to fix fab:start - ideally we need to wait for dependent bundles to start first (within some time window I guess) before trying to start the fab,159,869,18
01fc6e89278d6851874effc606f04a0281330869,fabric8,Provavelmente sim,train,52,fix the typo that disabled the upload of profile configuration files from the src/main/fabric8 folder,101,1819,28
024acf0050d0c756da6055e407ab21373538a48d,fabric8,Sim,train,72,#1119 add the Java container environment variables into the created image; so it can start up without any configuration,119,4891,87
02a9cccf643c3e23c0011eade93918e963d26f2b,fabric8,Provavelmente sim,train,28,fixes overlay links,19,1103,23
04446fb769d5ccbf5b926e27af19c563e7b14e93,fabric8,Sim,train,85,[FABRIC-521] Ignore ResolverTest - testChildContainerResolver(),63,1070,20
06ae4fef66c5b21da0822bea326ee65ad6e946fa,fabric8,Sim,train,62,[ENTESB-425] ensure fab MavenResolverImpl can honor new @id postfix,67,812,13
0730952eda2b593d7cf39a5c9f70df8b9985fc4d,fabric8,Sim,train,78,[FABRIC-1072] sanitize ZK path during zk:export (reverse during zk:import),74,4961,80
07445cb61b9b85220f07c82b3431105763c308d6,fabric8,Sim,test,72,deleting a profile should remove any requirements for the profile,65,2620,58
07943c4a5d6b775b44f922ad44aa79b2f1620329,fabric8,Sim,train,52,Dont think its really necessary to delete these keys first,58,2564,63
0821c8b886949737e20337513474c56bc25692ce,fabric8,Sim,train,62,Added @Ignore to most tests in EsbFeaturesTest as they have been failing or causing the build to hang,101,6041,191
0825b8a30c7559cd9ca83c9f6aefb79a6431531f,fabric8,Provavelmente sim,test,52,make sure we have system bundles checksums when starting an agent,65,5469,86
0884340b8648a10a392193026b242be6df5b3a3d,fabric8,Provavelmente sim,train,40,Aligned some integration tests with recent security changes -,61,8125,117
09b04a5532d2af6e2b8b7e8e11fe6df493fa1c97,fabric8,Sim,train,72,[ENTESB-46] Profile display command now also displays system properties  config properties and agent properties if they are present in the profile -,148,2881,60
09e360bcb65b71ff42a8b4309d9b6283979a68a4,fabric8,Sim,train,72,[FABRIC-879] Ensure users are uploaded when using the ensemble - auto - start=true -  Change default checksum policy of the fabric maven proxy to warn (dev experience) -,169,6566,109
09f5d4e6b974de70d5471b6d2a83f6143718d39e,fabric8,Sim,train,52,add containerName to the log events,35,3366,73
0a643af1e36a596b3d69a37b9e3448928341a854,fabric8,Sim,train,62,refactored the com - fusesource -> org - fusesource,51,9031,184
0aa88f628ee9483acd84a9d5be32795de89fafdb,fabric8,Sim,train,72,[FABRIC-528] Fix fabric/fabric-camel tests - Ignore failing tests,65,896,16
0c00786667fe80e165f540fd7362abd09ca027be,fabric8,Provavelmente sim,train,35,[Spring Boot] Added spring - main - sources Javadoc + MD -,58,4670,78
0df61b35280e24b3fa4071f8216500b02c3d27ba,fabric8,Provavelmente sim,train,52,Minor improvements in jmx domains synchronization -  Fixed removal of domain -,78,1989,31
0ea6431f5924f21de7385f2ac71f42da721e67e1,fabric8,Sim,train,78,Fix entries appearing in the ZooKeeperGroup cache out of order -,64,1383,26
0f29b33a75992433f512dbb5447cb9be67de73a0,fabric8,Provavelmente sim,train,52,fix up copyright in product visable files,41,6307,159
0fe1c9c73b91cb9ab8025f86ece0f1af8850441f,fabric8,Sim,train,72,Fixed ZookeeperPlaceholderResolver to return an empty String if target znode doesnt exists -,92,982,15
102ea2eb72b649b359d44d10281b79ea885a433c,fabric8,Sim,train,78,Prefer jdk 7 when installing java with a container provider -,61,1910,33
10da0f4ab78787cf6dac7e9eb8f9c3b8b46e5ce5,fabric8,Provavelmente sim,test,35,[FABRICPRV-193] Windows realted fixes on fabric-agent and fabric-maven-proxy -,78,5833,106
1167981a23787fa9508068770a223b1f66272266,fabric8,Provavelmente sim,train,40,ContainerImpl now substitutes placeholders for addresses and resolver -,71,4815,80
12135232bfd92dc5bc8eb44ced4f56002e02a2b4,fabric8,Provavelmente sim,test,52,Added support for passing username & password to the child URI -,64,2436,39
12b8a92b24929d24edc0f59d292ce2c79b347e14,fabric8,Sim,train,72,#2275: Fixed test and container name must start with alpha or number -,70,7775,90
141ce5e9e7ed073b1a325cbda1481fe5d18a9d36,fabric8,Sim,train,78,Fix an IllegalStateException when retrieving metadata for the root container and a possible problem with the cache when reconnecting,132,1284,22
147d778d891900ffaf09937da7600db63cd97ccc,fabric8,Sim,train,62,Add versions and profiles to bootstrap configuration -,54,2506,44
14d321db369cbe28fc39ef821b5816112dc26824,fabric8,Provavelmente sim,train,20,Fix compile error -,19,1690,34
15eb9d292280dfef9eea7752bb6d4e00ac1051da,fabric8,Provavelmente sim,train,52,[Spring Boot] Component scanning is now compatible with the spring - main - sources -,85,1878,27
16453c1fa95a36be59060f0aa004764c31bf8772,fabric8,Provavelmente sim,train,45,add the introspector mbean for hawtio/fmc,41,2236,58
16b9975b9a5ec877865f49a104ec451bbc41a199,fabric8,Sim,train,90,[FABRIC-671] Ignore ExampleCamelProfileTest It terminates the build unexpectedly,80,1075,18
178765dfaea34bfac06a0c72f0e8ad544a5acc45,fabric8,Provavelmente sim,train,30,Fixing up how we lookup virtual host mappings in ZK -,53,5160,91
1858515e5fe11eff341232ec02b3976ba17e189a,fabric8,Provavelmente sim,train,42,[FABRIC-969] fabric:version-delete command does not work,56,2127,38
1885885c2671be708ed414717d4213baad7aabf2,fabric8,Provavelmente sim,train,20,Add exclude list,16,2753,70
19b1b8250cf85fcbf7acd27f4a867c9e85d6e4de,fabric8,Sim,test,72,Deployment agent now sorts the fabric maven proxies in the same manner that that the fabric service does -,106,1261,14
1a063ef436020205b525e0f1c9370a8541416713,fabric8,Sim,train,78,Add a guard that prevents deletion of local branches  when remote branches could not be read -,94,1090,16
1a69900363e0ad5aca30863c097e38867c6b2f6b,fabric8,Provavelmente sim,train,42,FABRIC-528 fixed the test of MasterEndpointFailoverTest,55,1895,36
1c161db6fcb2c9983c67ab7178fc9512a2c81330,fabric8,Sim,test,72,Add a JMX method so we can fetch multiple files from multiple profiles in one go,80,3132,61
1d1880f5dce8d758cd013a266ce0bd3d19301ed3,fabric8,Provavelmente sim,test,42,Remove uneeded package updates  fix some permission issues & minor improvements on container create scripts -,109,6126,131
1dc6e78aa80fb54d54ff2b4de8e327c02b18ef36,fabric8,Provavelmente sim,train,20,fixed #1473,11,1532,24
1df6bc541d64efdce2dce114f5b8e1f8edeb10dc,fabric8,Sim,train,72,Replace list with set in the TreeData to prevent duplicates of children -,73,2144,49
1e7c8a9a42ed1c9fc0a14e09cdf017563f4a4963,fabric8,Sim,train,62,#2051 log to console if we have to kill a java process / docker container,73,1841,32
1eb35382193e62e700752e265d2f27bb5bec6398,fabric8,Sim,train,72,[FABRIC-524] Fix mq-itests - Ignore failed tests,48,1848,36
1ed8db3826fae5d719267cb711bc2bdccecfe73f,fabric8,Sim,train,72,Remove the cache from fabric feature service and use configuration tracking -,77,2215,57
1f87d7038254698d91ba5a45c8f01f364d4fe984,fabric8,Provavelmente sim,train,35,Fix potential issue when registering servlets -,47,2739,52
1fb9e6863ba6fe18fe305b938ce04dcb4bc059ff,fabric8,Sim,train,35,Fix a typo -,12,4787,81
206844505698c436ec988fad2355fc3da03642e3,fabric8,Sim,train,62,better error handling if the creation of the java docker container fails,72,4299,87
212c70fb068df742d49d7246a8d240d9c58ae468,fabric8,Sim,train,80,[FABRIC-700] Ignore ExtendedJoinTest,36,1088,21
21eb4faf3694ed71ac4f58914c3f3938cdbf081d,fabric8,Sim,test,52,Upgrade to fuse openshift client 2 - 4 - 0-ea-fuse -,52,4837,77
227a94b224fbbdd4da5d8b6aa8639b6bbdcbfb05,fabric8,Sim,train,80,[FABRIC-683] Ignore MQFabricTest,32,575,12
22cf5af4d57c74081eb18f4fb174d8f6a5795176,fabric8,Provavelmente sim,train,42,Use prefix to ensure we dont encode pw twice,44,1910,50
22f3856b2251f03fad57f2c02c6d8090592d79e1,fabric8,Sim,train,62,Temporarily removed framework from default profile -,52,2003,24
23bb618069db4e28de069fd16cd4f269a22d49df,fabric8,Provavelmente sim,train,52,[FABRIC-400] Fix the maven metadata regex so that it can match checsums too -,77,4347,60
23c5048684bb04787a32e091c4aba7c3ed878e9a,fabric8,Sim,train,72,[FABRIC-407] Stop scripts now wait for the pid to die before deleting the container -,85,3181,53
242a2d77cbf2e35cc03b245572ed697948ecf7c9,fabric8,Provavelmente sim,train,52,fix process manager overlays when using the GitDataStore,56,4003,68
2451f70e2db337214dac312ece92ac55cd7de3b5,fabric8,Provavelmente não,train,35,#2457 use the correct port mappings and create the correct Jolokia URL,70,1413,13
2494a9f4dfa934c09e409732c083d2f0929b97eb,fabric8,Sim,train,72,#807 the zip and shell goals should include the current projects artifact in the bundles list,93,2859,43
24d01ffa0673d92e548ce6b7bc7443c11624f3f5,fabric8,Provavelmente sim,train,62,use the proper createContainer API so that the container gets registered properly into ZooKeeper for #93,104,2473,36
24fd25686fa01563604d56e30545907f90d4ee45,fabric8,Sim,train,62,Try to fully drain the pending list when the transport requests a refill -,74,1751,36
250fbad3f620bdaf1895654d06cbce35ac228558,fabric8,Sim,train,72,[FABRIC-642] Ignore DeploymentAgentTest,39,1018,20
25907ee8f62c6ccb215c8a81773b80edb864c32c,fabric8,Sim,train,72,[FABRIC-472] Add missing implementation on ZooKeeperDataStore -,63,753,18
25d215eff6daa6aa4c09ffa23bacb6153a1f43b6,fabric8,Sim,train,62,[FABRIC-331] ZookeeperClusterServiceImpl will now import users when autostarting -,82,1569,29
25f895b1c921e50b89d7d28f49a8d2c392561374,fabric8,Provavelmente sim,train,32,Fix some additional substitution problems,41,3500,73
26f40ea33a08e9e3883d9e62a896f6b6420c97e5,fabric8,Provavelmente sim,train,35,#1119 update the provision list,31,4382,72
2712683b16767a6fa0bb393d8d215db4bae0dd37,fabric8,Provavelmente sim,train,52,Process test API now uses FabricConstants -,43,5709,112
2802426840d00e369ed7f1160ffdae7e583e03da,fabric8,Sim,train,62,[FABRIC-15] Add support for updating etc/config - properties and etc/system - properties,88,4122,77
28844b6a5ec02c2021fdc322cf5b74e5f6eaf7a2,fabric8,Provavelmente sim,train,52,Fix some potential infinite loops and missed notifications in git datastore -,77,4662,77
28f1f1949348af49b2fdb7386b56f8ab7698c667,fabric8,Provavelmente sim,train,35,Align rollback with upgrade command -,37,799,15
29603489bc04c9731704f708db1fefd3440aa10a,fabric8,Provavelmente sim,train,35,sort the installed processes by id,34,4579,91
29d8eab4a0953d3ed214e482c5e69a524d80be62,fabric8,Provavelmente sim,train,35,allow host to be specified,26,2656,55
2a5d351628132ece647b549678e234e341f35976,fabric8,Provavelmente sim,test,20,[ENTESB-425]a further fix,25,1252,25
2a7998a5916de2687369e00d46b28979bc709ff1,fabric8,Sim,train,72,ZkDataStoreImpl now also logs the content of the change when receives events from the TreeCache -,97,1045,13
2ae3af72b77d606f1148cc9fdca0a2a9a7e510b4,fabric8,Provavelmente sim,train,35,FABRIC-590 - fix MQProfileTest,30,8500,118
2b1db532db90138d3a387ff665ecac4cad82e75e,fabric8,Provavelmente sim,train,52,Make sure we pass on disabling of password encoding to spawned containers Conflicts: 	fabric/fabric-docker-provider/src/main/java/io/fabric8/docker/provider/DockerConstants - java,179,6003,76
2b908b4d9bf2af61a5cbcfc4394b79252a3543cb,fabric8,Provavelmente sim,train,62,#2275: Create container name should only accept lower case name as that avoids creating duplicate names where the difference is only the case in the name -  Also cloud environments do not like mixed case naming as they map the name to hostname -,245,686,14
2c26324bd1a97d671ac617a0fd93929cd82ac7b9,fabric8,Sim,test,62,ManagedCuratorFramework component not activated on empty config,63,4142,80
2c350cb3d2d10c76c0eddda85357cb25cc273b96,fabric8,Sim,train,82,#392: Fix secure http contexts so that they return nicer errors And also avoid going through other servlet handlers  as the response is not committed -  Rename SecureContext to GitSecureContext for homogeneity,209,5272,82
2ca0fd0b365351f968775918e0a61a9cf6daeecc,fabric8,Sim,train,72,[ENTMQ-79] mq-create problem when parent container isnt called root + fixed some problems with used ports detection,115,4213,84
2d3d0416c728734fee7b569dea33a4455c2b2120,fabric8,Sim,train,62,[FABRIC-553] Add env placeholder resolver -,43,1898,48
2ded893db348319ccd9fc4b36ddbc18049a3a927,fabric8,Provavelmente sim,train,52,[FABRIC-308] The agent downloads jars that are already present in the system folder,83,7193,120
2e301ba07c75a697e3d6942a5d272b6c0d855c80,fabric8,Provavelmente sim,train,52,[FABRIC-202] Aligned itests with recent changes in fabric:create and fabric:join -,82,19900,273
2f2fa328d66c13da22503e9ce63721cb1886b57d,fabric8,Provavelmente sim,train,45,dont start or hide bundle fragments,35,4941,88
2f4b0e2e704c6bdd2dd5c50cc93d68cea2790feb,fabric8,Provavelmente sim,train,52,FABRIC-120] Import utils now check for null or empty strings before adding a parent to a profile -,98,3348,64
2f6c639b0b182a1d54660bd7dfc07663d0698b39,fabric8,Sim,train,72,Tuned pax-exam bundles start-level to avoid the probe not started issue -,73,1885,28
30218f35de623a492e27e5d54d9be171b2a474e0,fabric8,Provavelmente sim,train,35,Simplifying multi group master elections -,42,3037,61
3086fe76288f9fbf39ae2acddf7c59cc58314887,fabric8,Sim,train,78,Archetype builder should skip if the dir has a  - skipimport marker file,72,1882,36
311bf54f373f97fe86b84f4b9208afddd0fd8998,fabric8,Sim,train,80,[FABRIC-535] Fix fabric/fabric-git-hawtio tests - Ignore failing tests,70,2865,73
322c4f62fa1686eded18e361817141c3494cbce0,fabric8,Sim,train,62,@ThreadSafe EnvPlaceholderResolver,34,1935,41
334ca555eee26ef6e8928bb65adab7354802740d,fabric8,Sim,test,62,handle missing JMX details a little more gracefully,51,1673,32
33e0ca30ae8affcb26560d80daa5e3f5de9c03b2,fabric8,Sim,train,62,Replace CuratorFramework lookup by injection,44,4956,110
3413695c91f522420af3e5fae6f284a0523b90af,fabric8,Provavelmente sim,train,62,Use unique container names in ExtendedUpgradeAndRollbackTest Intermittently fails in second test because the container from the first test (with the same name) is being destroyed,178,3643,44
343c0d3e773dd26d43478864f4fc04c563e6844a,fabric8,Sim,train,85,[FABRIC-623] Ignore CamelSpringDozerTest - it hangs the build,61,768,13
34696a03537d537c8475d626be75964bdb3e81cd,fabric8,Sim,train,52,[FABRICPRV-163] fabric-jaas bundle is now installed when creating/joining ensemble -,84,7207,137
3470d3d0aaca9c720b12b870a2080af0b8f14ba2,fabric8,Provavelmente sim,train,10,Misc fixes -,12,4424,70
34974299725bb7e6084e33021b732744c2320d56,fabric8,Sim,train,62,[FABRIC-509] Fix fabric-groups tests - Ignore failing tests,59,899,19
3497aa51c0aa82172a27eab9c270896e40fe9cf3,fabric8,Provavelmente sim,train,20,issue1473 - fixes for container-list command issue1473,54,2228,33
357b4a869c7683db96d74af9fadf5b09f0bcffa7,fabric8,Sim,test,78,Look for existing fabric-configadmin bundle before trying to install it so FabricClusterServiceImpl can work in pojosr too,122,3935,66
365b022f607d8cfac60e6d0ca26188cc4788f96c,fabric8,Sim,test,78,[FABRIC-461] Make sure repository is loaded before return it -,62,975,14
3665c13ad1b3bfab20a929dac662c3fccc2bde8c,fabric8,Sim,train,78,[FABRIC-119] Ignoring individual proxy resolution issues -  The deployment agent will ignore them and try to use only those that were properly resolved -,153,3383,52
366f13ececc2373130a2ab308cd80997dd1088a7,fabric8,Sim,train,78,Fix placeholder resolution for ${env:} as it was not using the environment variables being passed in as a first pass  always used System Environment Variables only,163,3638,66
378fe0ba0252b43df204911cd81a81570229eaad,fabric8,Provavelmente sim,train,35,Updated to pax-exam-karaf 0 - 5 - 1 -  Misc test improvements -,63,15314,232
382d4cfc39f0461cbb49ca7e1c935c18f8a2e89b,fabric8,Sim,train,62,Remove another reference to java - util - Objects,49,3163,82
390344799f9d4ea153354ec40fa39cc3d330ae32,fabric8,Sim,train,72,added more useful exception error message so its easier to deduce which dependency brings in an unresolvable dependency,119,3336,68
396e912613eca15dbb5b3b2aa76ca41e5b36367a,fabric8,Sim,train,72,refactored the getSource() method into the base class of all logQuery implementations,85,3078,74
3c2778af284c2914f686b595ccce1e5549cfe39c,fabric8,Provavelmente sim,train,52,When moving the ensemble to a different set of servers  make sure all containers have switched correctly before deleting the old profiles,137,4532,82
3cec7de1bbf2ec99dece384c0c3b08155af02a52,fabric8,Provavelmente sim,train,35,Java container now caches jvmOptions in the etc/jvm - config (just install-jar does) -,86,4513,101
3e46d006270610a6d047b1dd28cd9808412b51a2,fabric8,Sim,train,72,[FABRIC-852] Use File - separator when possible -  Fix url prefix in DownloadManager (to be windows friendly) -  Replace separator char with / when adding file patterns in git -,177,10367,155
3e7791615e1c6356d94c344968af240b844d5eab,fabric8,Provavelmente sim,train,32,Fix a problem with deployment agent when updating bundles,57,2961,66
3e78ee0a288b77cc3541fa7ccc9d3dc488b34d68,fabric8,Sim,train,82,#90: Fabric git server should use a r/w lock to avoid concurrent writes to the git repo -,89,1871,39
3efea6852633e9efeea6bcc0fdf281d518c89bf8,fabric8,Provavelmente sim,train,52,fixes #1019 so that mvn fabric8:deploy -Dfabric8 - ignoreArtifact=false will not attempt to upload the maven build artifact; nor add it to the current project -  i - e -  so you can just create/update a profile using existing bundles/features/configuration files,262,2108,41
3f113507efb9187f888788f5729d2c4ab0788111,fabric8,Provavelmente sim,train,52,Add zookeeper commands to the default distro -  Ignore MQDistroTest -,69,3533,84
3f1883196bd90e0e6265550dd61b6a7009441192,fabric8,Sim,test,62,Remove unneeded synchronization from ManagedCuratorFramework and FabricMBeanRegistrationListener -,98,4175,77
3fd78b0f43515f96905be6000f0f20a7fd6cddf6,fabric8,Provavelmente sim,train,42,fixed up the parents link on the profileAttributes,50,2680,42
40de578ad74a03cd049d19d2a8024d3c1a0e4ed8,fabric8,Provavelmente sim,train,52,Fix eca-core build which is broken with latest camel snapshots,62,3092,39
40ea54987fae87b107285c57f99d82d537550d5e,fabric8,Provavelmente sim,test,45,fixed up the mq-camel component to use the correct camel component resolver property (component) and added a feature,116,3266,65
4198ba323be860920260c764b3107ebfc48eb1dc,fabric8,Provavelmente sim,train,52,Ensure fabric-jolokias URL is registered as the current containers jolokia URL and move the fabric-jolokia config to the default profile,136,4866,92
42e9f720d20217dac8f3d434ed8a6f55dff0e54c,fabric8,Sim,train,52,fixes #1436 to avoid unnecesary transient dependencies,54,1485,28
42ffeab424599d44330ca406a76f15cf1f203a0e,fabric8,Sim,test,72,[FABRIC-796] Ignore EsbProfileRedeployTest,42,977,20
43d913b9b6640a13d26e90259161c4bd4f6f17b3,fabric8,Provavelmente sim,train,52,[ENTMQ-134] - align mq-create command with new security policies,64,4464,93
46d252f0a22f92872504254cfe9e261cc3712df9,fabric8,Provavelmente sim,train,42,adding fabric-activemq feature  fixing scala-repo problem for agents,68,3543,41
4724a7ac28ea3cdea58afc63212e052e590aa440,fabric8,Sim,train,78,[FABRIC-646] Use correct credentials and features in JoinTest & ExtendedJoinTest -,82,7406,87
473bf4a7578ca73a6c8d54eedc12619680d35653,fabric8,Sim,train,62,Pickup bind address from evn in BootstrapConfiguration -,56,1916,22
480aada76f08650d3f2472d17ac1f92e28c8c7c1,fabric8,Provavelmente sim,train,35,[kibana3] Add ability to fix colours for some labels,52,5893,163
48107b003b130d0750277e0fb197d3992fd6ca90,fabric8,Sim,train,78,#1475 fix bug on deploy/lib dir mix up and only cause a restart if we update a shared library,93,2158,35
487637216a72d974ea93514c634f9500a8fb61b9,fabric8,Provavelmente sim,train,35,[FABRIC-509] Fix GroupTest -,28,1375,28
49ee97cc3f4b36f892d97a2a77b3071afa6ce61b,fabric8,Provavelmente sim,train,40,Fix deletion of configuration inside profile,44,1309,23
4a3d0beb56e628937a682f1a2c0f7a2dcd91da69,fabric8,Sim,train,52,Ignore unknown fields,21,1145,20
4ac0f6824c6f8a9129827d98d3cc2ddf7d778573,fabric8,Provavelmente sim,train,15,fixed build,11,793,13
4b3a892925790d6487b61b87214b0c43ee537532,fabric8,Sim,test,62,#2457 reuse environment variables from the current state when detecting jolokia,79,4614,76
4b49e6a6a5a7ad0b418d1d0605b05c113331a68a,fabric8,Provavelmente sim,test,52,#1195 fix download of maven artefacts to the install directory and lots of FAB warnings when downloading java jars for the Java containers; its also lots faster now,164,4622,81
4b6dca047999941110c875291fc390159dec72fc,fabric8,Sim,train,72,fixes #1413 so that we can specify a minInstanceCount property for the profile requirements when we deploy via maven -  This value currently defaults to 1 so that the profile automatically appears on the Profiles tab,216,7511,120
4b73c8f97dfd453813bef75bb9f2dad1caf7d1e6,fabric8,Sim,test,50,fixed merge compile error,25,1016,13
4b8f0e92c2e249a7f7567c46e175ab5291252d31,fabric8,Provavelmente sim,train,28,Improved process test -,23,2649,69
4c6d5eb3a8dff6511061fedca4c54b52613a8559,fabric8,Sim,train,72,[FABRIC-641] Ignore CreateChildContainerTest,44,1128,20
4c7982992042b75154df4a523b834f89fbe57270,fabric8,Provavelmente sim,train,42,Add some logging  also only apply config updates introduced in commit ed695d6edd0c9f06f5e2 if the fabric - profiles property is set  otherwise messes up creating the initial cluster,181,3469,60
4cf99e30a5a372b178baef27e2d80c5e5b65adc6,fabric8,Provavelmente sim,train,52,added a helper method getMavenRepoUploadURI() we can use from tools such as IDE to know where to deploy to for a fabric,119,3333,71
4d409c5bfc03a0dd3d9c7e2c900ba01062b197eb,fabric8,Provavelmente sim,train,52,Remove redundant stop when destroying child containers -,56,1982,35
4d6ae0f8ef19a8b993a84d0197390020085f18b8,fabric8,Sim,train,62,encode/decode config files using base64,39,3743,82
4e2b9c3cdcd8db557cd9a49b946bc02379b25fba,fabric8,Provavelmente sim,train,52,#2453: Make the welcome screen adapt to if we are connected to a fabric or not -,80,3122,49
4eee9908b3c032ead428250233df618e95b81b91,fabric8,Sim,train,72,#2051 allow env property resolver expressions to use the elvis operator,71,3612,65
506befb849bfe0cbbb338e5f303356fe8f695540,fabric8,Provavelmente sim,train,42,a better approach to cache flushing; so we only really do it when things really change,86,5930,139
51e0cd766ccd225a07c2c4ddf55cb3b8e8aec0fd,fabric8,Sim,test,72,Fix a couple matching gotchas with importing  make -d on import only apply to matched paths  make -d not applicable when importing a properties file,148,3289,70
52018cd060495bc195816b93387119d5be8c31d0,fabric8,Sim,train,62,#2144: Fixed profile-list command -  And upgraded groovy,56,2504,53
52122181fe521c717bcfff9716815f28f1df7806,fabric8,Provavelmente sim,train,52,Cleanup the output of integration tests  so that its more visible of what the state of the test is -  Added after test method that cleans up created agents -,157,9562,165
529d99cb5b8de77df1667a4ae40fdc2ee78d35ab,fabric8,Provavelmente sim,train,40,Fixed environment variable updates  changed configUrl to controllerUrl in service factory,89,5354,105
535b28e29be91ccb29b3f9ca67e3718065db359f,fabric8,Sim,train,72,[FABRICPRV-147] Add an api to easily identify if a container is part of the zookeeper ensemble,94,1852,41
5381203a730a358c34d0e87e90f143397aa9e888,fabric8,Provavelmente sim,train,52,#1501 enable being able to delete java / process child containers via the hawtio console; they dont disappear from the ps command yet though,140,998,19
53e99d3e7bb87ae6cd95bd933037c25dfb956ba2,fabric8,Sim,test,62,improve #73 allow the selected profiles to contain io - fabric8 - environment properties to define the environment variables to pass into the docker container,158,4703,90
53fb03f96f4e6d9effa2564dc25951ad56ff662c,fabric8,Provavelmente sim,train,62,Fix ZooKeeper / ConfigAdmin bridge to allow substitution of osgi and system properties,86,2256,45
545945684907adce6c972ab66243f2dd107609f4,fabric8,Sim,train,85,[FABRIC-481] Prevent deletion of a profile that is associated with containers -  Add option to automatically remove a to be deleted profile from all associated containers -,172,4201,85
545de716a114861dffcf66a6547b37bad100842b,fabric8,Sim,train,62,#2457 support working with a kube master that returns the wrong mime type,73,2932,63
5486c43591f2d55a5892e753e45c03933ad053bf,fabric8,Sim,train,62,[FABRIC-471] Copy now ignores ephemeral nodes -,47,2371,40
54937cd063230c21bad64412e6f48a48ba260e72,fabric8,Provavelmente sim,train,52,Enhance agent to support other urls protocols,45,3304,77
5497c9d0913b29e9f9feb5579e57a959ed22972b,fabric8,Sim,train,62,#2237: Output karaf version we use now -,40,929,12
54f2cd898c166a2fe95d6b13807041f55bbe86fa,fabric8,Sim,train,72,MQ itests now display the home folder of the container as part of the boot message -,84,1552,20
5574f3e1804a0e4bfc41dc9df0ee622b1e130039,fabric8,Provavelmente sim,train,52,@ThreadSafe ChecksumPlaceholderResolver,39,2153,46
561df06c5e1697ffbbb2725156fae0a11dbab7d0,fabric8,Provavelmente sim,train,28,Aligned tests with scripts -,28,6542,100
564f5d6e92a0b4d8907b051d5cb0098429b23cee,fabric8,Sim,train,78,[FABRICPRV-213] Fixed a possible NoNode exception when a node with substitute data doesnt exists -,98,1618,28
5651630587acbec281f7a26c1ddf3c5234a35b0d,fabric8,Provavelmente sim,train,35,Fix compilation issue because of the reverted commit,52,791,12
567b9b8405047ff156f17a3bab033f6d7008e996,fabric8,Provavelmente sim,train,52,#1855: container-list shows blueprint/spring status in verbose mode  and the various URLs can be seen in container-info,119,6973,102
57c36cfffd3fd5bab691298cc4e0552836452d4a,fabric8,Sim,train,78,allow the OSGi resolver on project deploy to be enabled/disabled (and disable for now by default as it seems to be breaking the archetypes),139,5036,99
58f73f3e347dbbe4a752015e534c9b4e54585885,fabric8,Provavelmente sim,train,52,@ThreadSafe ZookeeperPlaceholderResolver,40,1909,33
59cfeb5745dc57938089818e417ca16d729fba3f,fabric8,Sim,train,80,[FABRIC-689] Ignore TransportFailureTest,40,1192,30
5ad9ffe523045418cd7d3ae032a2d169cf3405e0,fabric8,Provavelmente sim,train,35,itest mq - fixing jmx problem,29,3409,68
5b8e20692a085f76a911d200c76e8ae8a09ac528,fabric8,Sim,train,62,avoid possible NPE on restart,29,1238,16
5c0baaae1fd1bdcbf756e818cdfb0377d97b90b7,fabric8,Provavelmente sim,train,35,Improve container registration test -,37,1978,21
5c3a7a14634906c1d14cab27a51da8deb7ed4090,fabric8,Sim,train,72,Move ensemble created marker in the karaf - data folder -  Align zk password handling in BootstrapConfiguration with CreateAction -,131,4943,76
